id,carat,cut,color,clarity,depth,table,x,y,z,price
8736,1.21,Very Good,D,SI1,62.8,60.0,6.72,6.79,4.23,7411
27439,0.3,Ideal,F,VS2,63.1,57.0,4.29,4.23,2.69,776
11084,1.01,Premium,D,VS1,61.6,58.0,6.45,6.4,3.96,6579
5544,0.51,Ideal,H,VS2,62.6,53.0,5.1,5.13,3.21,1348
26542,1.01,Premium,G,VS1,62.6,59.0,6.41,6.36,3.99,6442
23837,2.04,Premium,H,SI1,61.7,60.0,8.16,8.12,5.01,16733
18736,0.72,Very Good,I,VVS2,63.0,59.0,5.65,5.74,3.59,2396
4461,0.59,Premium,D,SI1,61.1,59.0,5.42,5.36,3.29,2034
28411,0.3,Ideal,E,VS2,62.0,55.0,4.35,4.32,2.68,844
1094,1.02,Good,H,SI2,61.6,61.0,6.39,6.43,3.95,3548
9010,0.31,Premium,H,VVS1,61.2,60.0,4.33,4.35,2.65,607
7001,1.23,Very Good,H,VS1,62.7,58.0,6.79,6.82,4.26,6837
402,0.42,Premium,F,SI1,62.8,59.0,4.75,4.73,2.98,773
11717,0.56,Ideal,H,VS1,61.6,57.0,5.34,5.32,3.28,1699
2653,0.32,Premium,G,SI1,61.7,58.0,4.4,4.38,2.71,612
3050,1.01,Premium,E,VS2,59.8,61.0,6.53,6.48,3.89,6563
21184,0.9,Good,F,SI1,63.8,59.0,6.07,6.1,3.88,3669
23735,0.55,Ideal,E,VS2,61.1,55.0,5.31,5.35,3.25,1704
31259,0.34,Ideal,D,VS2,61.4,56.0,4.52,4.55,2.78,781
19562,1.01,Good,H,VS2,64.2,58.0,6.27,6.22,4.01,4559
13883,0.33,Ideal,E,VS2,62.1,54.0,4.46,4.42,2.75,928
29609,0.72,Ideal,E,VS2,61.9,56.0,5.75,5.79,3.57,2937
24784,1.5,Good,H,SI2,63.1,57.0,7.22,7.27,4.57,8037
11527,1.0,Good,E,SI1,62.2,61.0,6.28,6.34,3.94,4890
26664,0.55,Ideal,G,VS2,61.1,57.0,5.27,5.29,3.22,1753
29378,1.2,Premium,H,VS2,60.4,59.0,6.85,6.81,4.12,6048
13892,1.62,Premium,G,VS2,61.3,58.0,7.57,7.5,4.61,12617
16359,1.04,Premium,F,VS2,62.5,58.0,6.43,6.47,4.02,6534
11282,1.06,Ideal,G,VS1,61.9,55.0,6.55,6.53,4.05,7740
24369,0.91,Very Good,G,SI1,62.5,56.0,6.15,6.17,3.85,4389
2471,1.01,Ideal,F,SI2,60.3,59.0,6.5,6.53,3.93,3942
23689,0.52,Ideal,G,VS1,62.1,56.0,5.19,5.15,3.2,1759
21098,0.51,Ideal,E,VS1,62.0,56.0,5.12,5.16,3.18,1752
16114,1.51,Very Good,I,SI1,63.5,60.0,7.19,7.23,4.57,7768
8511,0.7,Ideal,E,VS2,61.8,56.0,5.67,5.7,3.53,2998
7348,0.34,Ideal,F,VS2,62.6,57.0,4.46,4.43,2.79,855
11838,1.11,Ideal,E,SI2,59.3,57.0,6.77,6.8,4.01,4688
8491,0.7,Very Good,I,VS2,61.7,59.0,5.64,5.69,3.5,2297
10770,0.74,Ideal,E,VS2,60.8,56.0,5.91,5.83,3.57,3019
29201,0.51,Ideal,G,VVS1,60.9,56.0,5.21,5.17,3.16,2167
7581,1.5,Very Good,D,SI1,62.4,59.0,7.25,7.3,4.54,12390
31254,2.01,Premium,J,VS2,62.2,55.0,8.15,8.09,5.06,10471
17294,1.51,Good,G,SI2,63.2,60.0,7.11,7.3,4.56,7177
18548,0.42,Ideal,F,VVS1,61.2,56.0,4.81,4.85,2.96,1257
4732,1.05,Premium,D,SI1,62.3,56.0,6.49,6.54,4.06,5688
25069,1.51,Good,G,SI2,62.8,58.0,7.19,7.29,4.55,6246
20063,1.01,Very Good,H,SI1,62.9,59.0,6.35,6.38,4.01,4859
7831,0.51,Ideal,D,SI1,61.6,57.0,5.13,5.16,3.16,1607
27535,0.78,Premium,E,SI1,61.1,58.0,5.94,5.89,3.62,2964
3354,0.33,Ideal,D,VS2,61.6,57.0,4.42,4.44,2.73,652
25136,1.01,Ideal,G,SI2,61.3,57.0,6.45,6.43,3.94,3909
7735,0.5,Very Good,E,VS2,61.2,58.0,5.1,5.13,3.14,1608
21868,0.3,Premium,D,SI1,62.6,60.0,4.28,4.31,2.69,575
25500,0.54,Ideal,F,VS1,61.4,55.0,5.24,5.28,3.23,1793
13663,1.02,Very Good,G,SI2,62.7,57.0,6.35,6.38,3.99,4498
627,1.02,Premium,I,SI1,62.7,58.0,6.41,6.37,4.0,4153
1865,1.21,Premium,G,SI1,62.8,57.0,6.78,6.71,4.24,6416
30478,0.7,Good,D,SI1,64.0,55.0,5.58,5.51,3.57,2265
9945,0.3,Ideal,H,VVS1,61.0,57.0,4.32,4.34,2.64,665
18166,1.26,Very Good,I,VS1,62.2,59.0,6.88,6.95,4.3,7556
29230,0.72,Very Good,D,SI2,60.7,56.0,5.79,5.85,3.53,2795
22010,0.4,Good,H,VS1,63.7,57.0,4.68,4.65,2.96,1010
19455,1.27,Premium,J,VS1,62.0,59.0,6.9,6.95,4.3,5430
10816,1.12,Very Good,F,SI2,59.7,57.0,6.66,6.73,4.03,5361
22926,0.72,Ideal,E,SI1,61.8,57.0,5.77,5.74,3.56,2795
3134,0.72,Premium,F,SI1,62.1,60.0,5.71,5.68,3.53,2190
17432,0.25,Ideal,F,VS1,61.2,57.0,4.09,4.12,2.51,499
18877,0.4,Very Good,D,VS2,62.7,59.0,4.74,4.77,2.98,868
2853,1.5,Premium,I,SI2,58.1,58.0,7.51,7.45,4.36,6147
11175,1.1,Premium,G,VS2,62.4,59.0,6.59,6.56,4.1,6108
2057,1.01,Very Good,F,VS2,62.6,57.0,6.34,6.37,3.99,6479
10941,0.9,Very Good,H,VS2,63.3,59.0,6.1,6.07,3.86,3817
26532,0.57,Ideal,D,VS2,61.7,56.0,5.34,5.37,3.3,1993
9885,1.51,Premium,J,SI1,61.9,58.0,7.35,7.38,4.55,7634
3191,1.25,Ideal,F,VS2,62.4,57.0,6.85,6.92,4.3,8442
18936,1.07,Ideal,D,SI2,61.5,57.0,6.58,6.62,4.06,5133
10512,0.33,Ideal,E,VS1,61.8,56.0,4.44,4.46,2.75,781
27686,1.06,Premium,F,SI2,60.3,58.0,6.55,6.62,3.98,4574
29054,0.52,Ideal,D,VS2,61.3,57.0,5.18,5.2,3.18,2025
4051,1.22,Premium,H,SI1,59.6,59.0,6.97,6.94,4.15,5799
3630,0.77,Very Good,E,SI1,60.8,58.0,5.86,5.93,3.59,3104
31267,0.72,Very Good,E,VS1,60.9,60.0,5.76,5.8,3.52,3353
8497,1.01,Ideal,D,VS2,62.8,57.0,6.37,6.44,4.02,6563
7917,0.51,Ideal,E,SI1,62.0,55.0,5.15,5.17,3.2,1385
29990,1.54,Very Good,H,VS2,59.0,60.0,7.59,7.51,4.45,11067
23753,0.32,Very Good,I,VS1,62.9,58.0,4.27,4.32,2.7,505
3590,2.03,Ideal,I,SI2,61.3,56.0,8.22,8.18,5.02,16407
2424,0.5,Ideal,E,SI1,62.0,57.0,5.12,5.07,3.16,1407
5419,0.33,Ideal,F,VVS1,61.2,56.0,4.47,4.44,2.73,1020
24086,0.41,Ideal,E,VS1,61.8,55.0,4.74,4.78,2.94,1124
28130,1.01,Good,I,SI1,62.1,60.0,6.33,6.44,3.97,3763
22938,1.01,Premium,E,SI1,62.9,58.0,6.41,6.37,4.01,5783
7220,1.01,Premium,F,SI2,62.6,59.0,6.41,6.36,4.0,3831
18402,0.34,Ideal,I,VVS2,61.9,56.0,4.5,4.47,2.78,599
7901,0.75,Premium,F,SI1,60.3,60.0,5.89,5.93,3.55,2314
23463,1.21,Premium,G,VS2,61.5,58.0,6.88,6.84,4.21,8154
8024,1.5,Very Good,D,SI1,61.0,61.0,7.32,7.4,4.49,12060
16689,1.01,Premium,D,VS2,62.7,59.0,6.41,6.36,4.0,7279
2889,1.01,Good,E,VS2,59.8,61.0,6.44,6.49,3.87,7177
26420,1.17,Ideal,I,VS2,62.4,56.0,6.7,6.8,4.21,6097
3124,1.04,Ideal,H,SI1,62.0,56.0,6.5,6.5,4.03,4916
12212,1.32,Fair,F,SI1,63.9,61.0,6.76,6.73,4.35,6858
30025,0.9,Ideal,I,SI2,63.0,56.0,6.13,6.15,3.86,2912
18319,1.04,Premium,H,SI2,61.8,59.0,6.54,6.49,4.02,4620
30511,0.71,Premium,F,SI2,60.2,58.0,5.83,5.8,3.5,2365
14126,0.29,Ideal,D,VVS2,62.0,56.0,4.27,4.23,2.63,846
23081,0.3,Ideal,E,VVS2,61.6,56.0,4.38,4.34,2.68,1013
27940,0.72,Very Good,E,SI1,59.6,57.0,5.85,5.87,3.49,2606
7318,0.7,Premium,F,SI1,60.0,60.0,5.85,5.76,3.49,2578
21795,1.01,Ideal,F,VS2,62.6,56.0,6.39,6.37,4.0,6947
1712,1.0,Very Good,G,VVS2,62.2,60.0,6.34,6.41,3.97,8442
8233,1.06,Ideal,H,VS2,59.1,57.0,6.73,6.69,3.95,5799
29698,0.3,Ideal,H,VVS1,61.5,55.0,4.37,4.34,2.68,878
22090,0.32,Ideal,G,VVS1,62.6,54.0,4.34,4.38,2.73,842
10858,0.31,Ideal,D,VS2,61.4,55.0,4.37,4.39,2.68,942
8867,0.3,Ideal,D,SI1,61.6,56.0,4.32,4.33,2.66,553
12109,1.01,Premium,D,VS2,60.1,61.0,6.48,6.44,3.89,6672
4219,1.02,Ideal,F,VS1,61.8,56.0,6.46,6.43,3.99,7862
9612,0.51,Ideal,E,VS2,61.2,57.0,5.09,5.17,3.14,1556
3150,1.75,Premium,I,VS1,61.3,59.0,7.76,7.68,4.75,11722
11472,0.41,Good,F,VS2,62.4,61.0,4.69,4.74,2.94,787
23719,0.42,Ideal,G,SI2,62.1,55.0,4.85,4.82,3.0,931
15856,0.33,Ideal,I,VS1,62.3,55.0,4.45,4.48,2.78,668
25521,0.31,Premium,G,VVS1,62.3,58.0,4.3,4.34,2.69,789
29756,0.58,Ideal,E,SI1,62.1,55.0,5.32,5.34,3.32,1582
6784,0.54,Ideal,H,VS2,61.7,56.0,5.23,5.2,3.21,1398
12649,0.32,Ideal,G,VVS2,62.5,54.0,4.4,4.41,2.75,730
9387,0.7,Good,F,VS2,62.7,57.0,5.62,5.69,3.55,2709
22385,0.64,Premium,D,VS2,59.6,59.0,5.58,5.65,3.33,2224
16164,0.32,Ideal,I,VS1,61.3,56.0,4.41,4.43,2.71,529
30683,1.37,Good,E,SI2,63.5,58.0,7.05,6.98,4.46,6268
12353,0.73,Ideal,F,SI2,62.1,56.0,5.78,5.81,3.6,2497
7921,0.51,Ideal,F,VVS2,62.5,56.0,5.12,5.14,3.2,2333
1351,0.71,Very Good,I,VS1,62.8,57.0,5.64,5.7,3.56,2218
20886,2.36,Ideal,J,VS1,62.0,57.0,8.47,8.51,5.3,18659
30679,0.72,Premium,I,VVS1,60.8,59.0,5.77,5.74,3.51,2768
25449,0.23,Very Good,E,VVS1,60.9,58.0,3.96,3.98,2.42,492
16692,0.54,Good,F,VS1,57.6,61.0,5.34,5.38,3.11,1712
29260,1.05,Very Good,H,SI1,58.7,58.0,6.67,6.72,3.93,4900
1789,1.0,Premium,F,SI1,62.1,59.0,6.34,6.3,3.92,4742
15097,1.24,Ideal,D,VVS2,62.4,55.0,6.89,6.86,4.29,12606
20561,1.5,Ideal,H,VS2,62.7,57.0,7.21,7.33,4.57,11473
30321,2.01,Premium,I,SI2,60.0,58.0,8.24,8.3,4.98,15562
12706,0.51,Ideal,E,VS2,61.5,56.0,5.13,5.16,3.16,1832
13024,0.42,Ideal,G,VS1,62.3,55.0,4.77,4.8,2.98,1085
2863,0.33,Ideal,D,VVS2,61.2,55.0,4.47,4.5,2.75,713
23926,0.75,Very Good,H,VS2,61.9,58.0,5.81,5.86,3.61,2671
4037,0.31,Ideal,E,VS2,62.5,57.0,4.33,4.36,2.71,723
2947,0.4,Very Good,D,VVS1,63.7,55.0,4.67,4.71,2.99,1320
13057,1.01,Good,H,SI1,62.9,60.0,6.34,6.39,4.0,5084
17847,0.32,Ideal,G,VVS2,62.0,54.0,4.43,4.43,2.74,906
27353,1.0,Very Good,H,SI1,60.0,59.0,6.4,6.45,3.88,4598
19825,1.52,Ideal,D,SI2,63.0,56.0,7.28,7.33,4.62,11419
6973,0.9,Premium,F,SI2,61.6,59.0,6.2,6.14,3.8,3676
12340,1.11,Premium,H,SI1,60.3,60.0,6.71,6.68,4.05,4899
12117,1.9,Premium,G,VS2,61.9,57.0,7.9,7.84,4.88,16170
26252,2.0,Premium,H,SI2,62.5,61.0,7.98,7.94,4.98,14489
11375,1.03,Ideal,G,SI1,61.4,57.0,6.53,6.48,3.99,5090
20553,0.7,Premium,E,VVS2,60.9,60.0,5.69,5.73,3.47,3377
14859,0.39,Ideal,E,VS2,62.1,54.0,4.66,4.69,2.9,1214
3731,0.73,Very Good,D,IF,59.9,59.0,5.85,5.83,3.5,4022
11079,1.24,Ideal,F,VVS2,61.4,56.0,6.93,6.96,4.27,11404
12856,2.06,Premium,J,VS1,60.4,59.0,8.3,8.26,4.98,13298
22303,1.07,Premium,E,SI1,61.7,57.0,6.59,6.54,4.05,5956
15330,0.5,Very Good,D,VS2,62.9,58.0,5.05,5.08,3.18,1751
7694,0.52,Ideal,D,VS2,61.5,57.0,5.18,5.14,3.18,1956
2650,1.0,Premium,G,VS1,62.7,58.0,6.4,6.33,3.99,6730
29981,1.26,Ideal,G,VS1,61.3,57.0,7.0,6.95,4.28,9005
12192,0.32,Very Good,F,VS2,60.7,58.0,4.45,4.5,2.72,645
13827,0.55,Premium,F,SI1,61.3,55.0,5.27,5.28,3.23,1316
6461,0.53,Ideal,E,VS2,61.6,56.0,5.19,5.21,3.2,1881
17596,0.91,Good,H,SI2,64.1,57.0,6.04,6.01,3.87,3303
8012,0.31,Ideal,I,VS1,62.4,57.0,4.38,4.36,2.72,628
18486,0.41,Very Good,D,SI2,60.9,57.0,4.85,4.81,2.94,771
16989,0.54,Premium,G,VS1,60.2,58.0,5.27,5.2,3.16,1660
17130,1.0,Premium,D,VVS2,59.4,60.0,6.56,6.52,3.88,9450
24600,0.32,Very Good,G,VVS2,61.3,56.0,4.4,4.44,2.71,730
4431,0.98,Very Good,H,SI1,63.1,60.0,6.24,6.28,3.95,3689
1357,2.18,Premium,F,SI2,62.1,59.0,8.38,8.26,5.16,12377
17794,1.01,Good,H,SI1,59.8,62.0,6.42,6.46,3.86,4191
18410,0.35,Ideal,I,VS1,61.4,54.0,4.54,4.58,2.8,749
22970,0.58,Premium,G,VS1,61.7,56.0,5.39,5.37,3.31,1922
12015,1.25,Premium,H,SI2,61.9,58.0,6.86,6.82,4.24,5741
23289,0.52,Ideal,F,VS1,60.7,55.0,5.22,5.27,3.19,1872
26114,0.57,Ideal,F,VS2,61.0,57.0,5.35,5.4,3.28,1670
445,0.5,Very Good,G,SI2,64.2,58.0,5.03,4.96,3.2,1133
16874,0.38,Ideal,D,VVS1,62.5,56.0,4.62,4.64,2.9,1400
11614,0.73,Ideal,G,VVS2,61.3,55.0,5.83,5.85,3.57,3925
12335,0.38,Ideal,F,VS2,62.7,57.0,4.61,4.63,2.9,811
30036,0.7,Premium,G,VS2,60.2,61.0,5.71,5.74,3.45,2581
10012,1.15,Ideal,I,VS1,61.8,56.0,6.76,6.7,4.16,5922
19655,0.72,Very Good,F,VS2,62.8,58.0,5.68,5.69,3.57,2761
8828,1.5,Premium,E,VS2,59.5,57.0,7.54,7.49,4.45,15575
10910,0.51,Ideal,G,SI1,62.4,57.0,5.09,5.06,3.17,1431
3479,0.33,Ideal,G,VS1,62.1,55.0,4.44,4.39,2.74,854
18191,0.7,Premium,F,SI1,62.9,55.0,5.71,5.68,3.57,2240
13991,0.76,Ideal,G,SI1,61.7,57.0,5.88,5.91,3.63,2743
2491,0.7,Premium,H,SI2,59.9,61.0,5.85,5.8,3.48,1812
9176,1.51,Very Good,F,VS2,62.8,62.0,7.26,7.22,4.54,11452
18230,0.53,Ideal,D,VS2,60.8,56.0,5.28,5.25,3.21,1956
17044,0.85,Very Good,E,SI2,62.5,59.0,6.0,6.02,3.76,3171
8078,1.01,Premium,I,VS2,62.8,58.0,6.4,6.43,4.04,4532
10777,0.71,Premium,E,SI1,60.5,60.0,5.74,5.77,3.48,2655
5099,1.51,Premium,G,VS1,62.3,58.0,7.32,7.29,4.55,14445
3806,0.9,Very Good,E,SI1,59.9,62.0,6.24,6.28,3.74,4165
27028,1.03,Premium,H,SI1,62.0,56.0,6.54,6.46,4.04,5451
4472,0.3,Ideal,I,VVS1,62.5,56.0,4.27,4.31,2.68,630
16053,0.7,Ideal,F,VS1,61.6,55.0,5.74,5.72,3.53,2874
16687,1.17,Premium,H,SI1,62.3,58.0,6.77,6.71,4.2,5699
4612,0.32,Ideal,E,VS2,62.9,56.0,4.37,4.33,2.74,900
24849,1.01,Very Good,J,SI2,62.8,57.0,6.36,6.41,4.01,3816
13874,1.21,Ideal,G,VS2,62.0,56.0,6.83,6.8,4.22,7533
20451,0.77,Ideal,E,VS2,62.0,56.0,5.83,5.86,3.63,3170
935,1.02,Very Good,F,SI1,62.9,57.0,6.4,6.42,4.03,5752
22492,2.1,Premium,J,SI2,61.3,57.0,8.24,8.2,5.03,12361
14484,0.29,Ideal,J,VVS1,62.0,54.5,4.25,4.29,2.64,412
29286,0.31,Good,I,VS1,63.5,54.0,4.29,4.31,2.73,462
13007,1.51,Ideal,E,SI2,62.8,57.0,7.32,7.28,4.59,11217
6549,0.51,Premium,E,VS2,61.6,58.0,5.07,5.12,3.14,1575
18145,0.31,Premium,G,VS2,62.9,58.0,4.34,4.31,2.72,698
11187,1.03,Ideal,D,VS2,61.6,55.0,6.49,6.54,4.01,8124
31095,1.5,Premium,F,VS2,61.9,58.0,7.31,7.34,4.54,14017
29105,1.01,Premium,J,VS1,62.2,59.0,6.42,6.37,3.98,3864
4114,1.5,Premium,G,VS2,62.1,61.0,7.29,7.32,4.54,15568
702,1.3,Ideal,G,VVS2,62.0,57.0,7.02,6.98,4.34,10043
411,0.36,Ideal,E,VVS1,60.7,56.0,4.59,4.61,2.8,839
26492,1.52,Premium,H,VS2,62.2,58.0,7.35,7.3,4.55,8719
8745,0.7,Premium,H,SI2,62.9,59.0,5.61,5.65,3.54,1813
12688,0.72,Ideal,J,VS2,60.8,55.0,5.79,5.82,3.52,2156
483,0.71,Ideal,E,VS1,62.3,55.0,5.71,5.76,3.57,3478
17922,1.2,Very Good,J,VS2,60.1,59.0,6.83,6.91,4.13,5973
17359,0.23,Very Good,F,VS2,61.9,54.0,3.94,3.95,2.44,335
6716,1.58,Premium,E,SI1,62.0,59.0,7.44,7.38,4.59,10113
7590,0.42,Ideal,I,VVS2,61.8,54.0,4.81,4.85,2.98,832
13125,1.22,Ideal,F,VVS2,61.7,56.0,6.79,6.86,4.21,9498
4758,0.9,Very Good,I,VS2,61.9,59.0,6.11,6.18,3.8,3781
21757,1.21,Ideal,E,VS2,61.8,56.0,6.85,6.82,4.23,8408
29336,0.58,Ideal,F,VVS2,62.1,56.0,5.32,5.36,3.31,2328
2956,1.2,Ideal,G,VS1,61.1,56.0,6.91,6.87,4.21,9243
15286,0.32,Good,D,SI1,63.2,57.0,4.38,4.39,2.77,589
11950,0.25,Very Good,F,VVS2,62.3,56.0,3.99,4.05,2.5,575
15762,1.01,Premium,H,VS2,63.0,58.0,6.4,6.34,4.01,5703
14134,0.5,Ideal,I,SI1,61.8,57.0,5.09,5.11,3.15,1142
4419,0.32,Ideal,G,VS2,62.5,54.0,4.39,4.35,2.73,720
4581,1.41,Ideal,I,SI1,61.2,57.0,7.27,7.24,4.43,9069
4166,1.05,Ideal,G,SI1,62.4,57.0,6.54,6.48,4.06,4900
19690,0.33,Ideal,D,SI2,61.7,57.0,4.43,4.45,2.74,574
10442,0.7,Good,D,VS2,64.0,57.0,5.63,5.57,3.57,2733
3931,1.57,Ideal,G,SI1,62.5,53.0,7.43,7.48,4.64,9756
2622,0.31,Ideal,G,SI1,62.0,54.0,4.34,4.38,2.7,493
19352,1.16,Ideal,H,SI2,62.7,56.0,6.7,6.74,4.21,4504
24447,0.4,Ideal,G,VVS1,61.5,56.0,4.75,4.8,2.93,1152
10433,1.07,Very Good,D,SI2,60.6,57.0,6.66,6.74,4.05,5703
440,0.33,Ideal,F,VVS1,61.6,56.0,4.44,4.47,2.74,877
27307,1.21,Ideal,G,VVS1,62.1,56.0,6.84,6.84,4.25,10232
14096,0.55,Ideal,E,SI1,61.1,56.0,5.3,5.28,3.23,1719
8413,1.01,Premium,H,VS2,60.1,59.0,6.51,6.46,3.9,5306
11436,1.02,Premium,E,SI1,60.5,62.0,6.6,6.52,3.97,4901
703,0.32,Ideal,G,IF,61.6,56.0,4.41,4.44,2.72,956
24504,1.01,Very Good,I,VS1,59.3,59.0,6.52,6.6,3.89,5701
23687,1.08,Very Good,G,SI1,60.8,61.0,6.64,6.6,4.03,5090
1668,0.53,Very Good,D,VS2,62.0,56.0,5.19,5.23,3.23,1919
8514,0.3,Good,G,VVS2,63.1,55.0,4.31,4.33,2.73,878
15765,1.5,Very Good,H,SI2,61.9,58.0,7.26,7.31,4.5,7236
247,1.0,Fair,H,SI1,64.6,59.0,6.21,6.28,4.05,4193
11257,1.15,Ideal,G,VVS2,62.9,56.0,6.69,6.64,4.19,9451
482,0.34,Ideal,G,VVS1,61.6,56.0,4.5,4.53,2.78,1124
10544,1.54,Premium,G,VVS1,61.5,58.0,7.41,7.36,4.54,13203
7712,1.51,Ideal,F,VS2,60.8,57.0,7.43,7.36,4.5,14482
7512,1.51,Ideal,I,SI1,62.6,56.0,7.32,7.36,4.59,9465
26277,0.38,Ideal,F,VVS1,61.4,57.0,4.67,4.74,2.89,1030
23809,0.33,Ideal,D,VS2,61.5,56.0,4.47,4.45,2.75,940
5779,0.9,Ideal,E,SI1,62.0,56.0,6.18,6.16,3.82,4462
15937,2.01,Good,I,SI2,64.5,62.0,7.86,7.91,5.07,12092
29626,0.3,Very Good,G,SI1,62.6,55.0,4.27,4.29,2.68,447
29046,0.32,Ideal,H,VVS2,61.7,56.0,4.38,4.41,2.71,612
26020,0.76,Ideal,F,VS2,62.8,57.0,5.79,5.76,3.62,3238
13231,1.01,Very Good,E,SI1,62.3,57.0,6.43,6.35,3.98,5599
12074,0.71,Premium,F,SI1,62.6,57.0,5.69,5.66,3.55,2309
19291,0.34,Ideal,D,SI1,60.9,56.0,4.54,4.56,2.77,851
14926,1.0,Ideal,F,VVS2,62.8,57.0,6.37,6.34,3.99,8611
1298,0.55,Premium,G,SI1,62.5,58.0,5.26,5.22,3.27,1349
21569,1.01,Premium,F,VS2,62.3,59.0,6.41,6.36,3.97,7414
8763,0.4,Good,H,SI2,63.3,54.0,4.74,4.77,3.0,591
810,1.14,Premium,H,SI1,62.3,59.0,6.67,6.73,4.17,5712
24681,1.06,Very Good,H,SI1,62.0,57.0,6.55,6.5,4.05,4784
12699,1.7,Very Good,H,VS2,59.8,60.0,7.78,7.73,4.63,11081
28325,0.5,Ideal,E,SI2,61.3,56.0,5.08,5.13,3.13,1163
14114,1.03,Ideal,E,SI2,61.7,55.0,6.49,6.54,4.01,3896
22240,0.3,Very Good,H,VS2,62.0,59.0,4.29,4.35,2.68,473
12440,1.5,Ideal,E,VS2,61.3,55.0,7.4,7.36,4.52,13818
720,0.56,Ideal,D,SI1,62.9,56.0,5.27,5.22,3.3,1764
21496,0.51,Ideal,D,VS1,61.4,56.0,5.14,5.18,3.17,2066
22256,1.14,Premium,G,SI2,61.9,60.0,6.7,6.66,4.13,947
20581,0.3,Ideal,G,VVS1,62.6,57.0,4.28,4.29,2.68,789
2063,1.02,Ideal,D,VS2,61.8,56.0,6.47,6.52,4.01,6539
5781,0.51,Premium,D,VS1,60.2,60.0,5.21,5.24,3.14,1704
2726,0.5,Ideal,G,VS1,61.9,55.0,5.11,5.14,3.17,1754
16417,0.41,Ideal,F,VVS2,61.9,55.0,4.74,4.77,2.94,1115
11736,0.72,Very Good,G,VS2,61.8,58.0,5.75,5.78,3.56,3163
29668,1.51,Ideal,D,SI2,62.6,57.0,7.3,7.32,4.58,11364
2614,0.44,Premium,E,VVS2,61.0,58.0,4.93,4.89,2.99,1362
15916,0.5,Premium,F,VS1,60.6,60.0,5.13,5.09,3.1,1654
26704,1.2,Ideal,F,VS2,61.9,57.0,6.83,6.79,4.22,9063
11832,0.31,Premium,G,SI1,61.2,60.0,4.32,4.36,2.66,557
480,0.31,Ideal,I,SI1,62.2,56.0,4.33,4.36,2.71,408
27299,0.7,Ideal,D,SI1,62.4,56.0,5.69,5.72,3.55,2686
12278,2.01,Ideal,H,SI2,61.2,57.0,8.14,8.17,4.98,12991
16126,0.9,Ideal,I,SI2,62.0,57.0,6.12,6.17,3.79,3028
6104,1.01,Premium,E,SI2,60.9,58.0,6.51,6.5,3.96,4919
30403,0.51,Ideal,F,SI1,61.9,56.0,5.15,5.13,3.18,1342
3202,0.53,Ideal,E,VS1,62.5,57.0,5.15,5.18,3.23,1744
24434,0.31,Ideal,D,SI1,61.9,54.0,4.36,4.34,2.69,507
3275,0.26,Very Good,F,VS1,63.1,58.0,4.06,4.0,2.54,580
22294,0.7,Premium,E,SI2,62.4,60.0,5.64,5.67,3.53,2447
2026,0.32,Ideal,D,VS2,62.8,55.0,4.33,4.37,2.73,758
23,0.33,Premium,H,SI1,62.1,59.0,4.43,4.46,2.76,631
17991,1.54,Premium,G,VS2,62.7,58.0,7.42,7.34,4.63,13474
7099,0.32,Ideal,G,VS1,62.6,55.0,4.38,4.4,2.74,645
31554,0.91,Premium,H,SI2,60.2,61.0,6.18,6.23,3.71,2886
17821,0.72,Ideal,G,SI1,62.5,56.0,5.74,5.78,3.6,2488
6678,0.81,Premium,E,VS2,59.8,59.0,6.09,6.14,3.64,3968
8089,3.01,Premium,I,SI2,60.5,60.0,9.43,9.34,5.62,14038
461,1.12,Premium,H,VS1,62.8,57.0,6.65,6.59,4.16,6976
31357,0.9,Ideal,F,VS2,62.3,57.0,6.13,6.19,3.84,5160
8948,0.41,Fair,E,SI1,65.8,59.0,4.68,4.61,3.03,875
25039,0.51,Ideal,E,VS2,61.5,58.0,5.06,5.15,3.14,1656
12655,1.21,Ideal,G,VS2,61.9,56.0,6.84,6.79,4.22,8587
24851,0.41,Very Good,F,VVS1,60.4,54.0,4.83,4.86,2.93,1211
5392,0.76,Premium,G,VS2,61.6,58.0,5.89,5.85,3.61,2935
14419,0.3,Ideal,D,VS2,60.9,56.0,4.36,4.35,2.65,911
15550,0.81,Premium,E,SI2,62.6,58.0,6.01,5.95,3.73,2306
13063,0.5,Very Good,D,SI1,62.8,54.0,5.09,5.14,3.21,1326
15208,0.71,Very Good,I,VS1,63.2,57.0,5.62,5.68,3.57,2131
14153,0.9,Ideal,G,VS1,62.1,56.0,6.2,6.14,3.83,4931
14937,1.0,Good,E,SI1,63.1,55.0,6.38,6.41,4.03,5522
29069,0.53,Ideal,E,SI1,61.4,56.0,5.2,5.23,3.2,1601
814,1.02,Premium,I,SI1,62.3,59.0,6.39,6.35,3.97,4391
66,1.06,Ideal,E,VVS2,61.9,57.0,6.52,6.56,4.05,10378
2027,0.77,Premium,E,VS2,62.6,58.0,5.82,5.85,3.67,3107
4924,1.74,Ideal,H,SI2,62.2,57.0,7.67,7.63,4.76,8037
8701,0.9,Good,F,VS2,62.6,57.0,6.12,6.17,3.84,4630
7243,1.23,Ideal,H,IF,62.2,56.0,6.81,6.88,4.26,7789
4191,0.3,Ideal,E,VVS2,61.6,56.0,4.37,4.33,2.68,1013
8810,0.33,Ideal,F,SI2,60.9,57.0,4.5,4.52,2.74,572
